route_id,stop_id,stop_name,stop_lat,stop_lon,coords,hdbscan_cluster,louvain_community
MTA NYCT_Q20A,MTA_502183,MAIN ST/SANFORD AV,40.757004,-73.828859,"(40.757004, -73.828859)",1,15.0
MTA NYCT_Q20A,MTA_502184,MAIN ST/KISSENA BLVD,40.75812,-73.829348,"(40.75812, -73.829348)",1,8.0
MTA NYCT_Q20A,MTA_502185,MAIN ST/39 AV,40.760277,-73.830409,"(40.760277, -73.830409)",1,8.0
MTA NYCT_Q20A,MTA_502246,PARSONS BLVD/WILLETS POINT BLVD,40.777252,-73.824321,"(40.777252, -73.824321)",1,15.0
MTA NYCT_Q20A,MTA_502254,MAIN ST/NORTHERN BLVD,40.762447,-73.831796,"(40.762447, -73.831796)",1,15.0
MTA NYCT_Q20A,MTA_502257,MAIN ST/41 AV,40.757824,-73.829419,"(40.757824, -73.829419)",1,15.0
MTA NYCT_Q20A,MTA_502258,MAIN ST/SANFORD AV,40.756311,-73.828773,"(40.756311, -73.828773)",1,15.0
MTA NYCT_Q20A,MTA_502259,MAIN ST/MAPLE AV,40.755045,-73.828267,"(40.755045, -73.828267)",1,15.0
MTA NYCT_Q20A,MTA_502260,MAIN ST/BLOSSOM AV,40.752949,-73.827298,"(40.752949, -73.827298)",1,15.0
MTA NYCT_Q20A,MTA_502261,MAIN ST/ELDER AV,40.751028,-73.825891,"(40.751028, -73.825891)",1,15.0
MTA NYCT_Q20A,MTA_502263,MAIN ST/56 AV,40.74801,-73.826145,"(40.74801, -73.826145)",1,15.0
MTA NYCT_Q20A,MTA_502264,MAIN ST/BOOTH MEMORIAL AV,40.746165,-73.826222,"(40.746165, -73.826222)",1,15.0
MTA NYCT_Q20A,MTA_502265,MAIN ST/58 AV,40.745008,-73.825986,"(40.745008, -73.825986)",1,14.0
MTA NYCT_Q20A,MTA_502267,MAIN ST/62 AV,40.741142,-73.825227,"(40.741142, -73.825227)",1,16.0
MTA NYCT_Q20A,MTA_502268,MAIN ST/63 AV,40.739335,-73.82497,"(40.739335, -73.82497)",1,15.0
MTA NYCT_Q20A,MTA_502271,MAIN ST/MELBOURNE AV,40.734072,-73.825442,"(40.734072, -73.825442)",1,15.0
MTA NYCT_Q20A,MTA_502272,MAIN ST/68 AV,40.732997,-73.825145,"(40.732997, -73.825145)",1,15.0
MTA NYCT_Q20A,MTA_502273,MAIN ST/68 DR,40.73169,-73.82447,"(40.73169, -73.82447)",1,15.0
MTA NYCT_Q20A,MTA_502274,MAIN ST/JEWEL AV,40.730083,-73.823644,"(40.730083, -73.823644)",1,15.0
MTA NYCT_Q20A,MTA_502275,MAIN ST/70 RD,40.728704,-73.822937,"(40.728704, -73.822937)",1,15.0
MTA NYCT_Q20A,MTA_502276,MAIN ST/72 AV,40.726367,-73.821729,"(40.726367, -73.821729)",-1,15.0
MTA NYCT_Q20A,MTA_502277,MAIN ST/73 AV,40.724084,-73.820558,"(40.724084, -73.820558)",-1,15.0
MTA NYCT_Q20A,MTA_502278,MAIN ST/76 AV,40.722331,-73.819657,"(40.722331, -73.819657)",0,12.0
MTA NYCT_Q20A,MTA_502279,MAIN ST/77 RD,40.720345,-73.818638,"(40.720345, -73.818638)",0,16.0
MTA NYCT_Q20A,MTA_502280,MAIN ST/78 RD,40.719032,-73.817967,"(40.719032, -73.817967)",0,12.0
MTA NYCT_Q20A,MTA_502281,MAIN ST/UNION TPKE,40.717771,-73.817324,"(40.717771, -73.817324)",0,12.0
MTA NYCT_Q20A,MTA_503075,MAIN ST/76 AV,40.72299,-73.819716,"(40.72299, -73.819716)",0,12.0
MTA NYCT_Q20A,MTA_503550,PARSONS BLVD/23 AV,40.77839,-73.823722,"(40.77839, -73.823722)",1,15.0
MTA NYCT_Q20A,MTA_503565,PARSONS BLVD/22 AV,40.778764,-73.823739,"(40.778764, -73.823739)",1,15.0
MTA NYCT_Q20A,MTA_503618,ARCHER AV/153 ST,40.701917,-73.802294,"(40.701917, -73.802294)",0,16.0
MTA NYCT_Q20A,MTA_503778,MAIN ST/63 AV,40.736974,-73.8252,"(40.736974, -73.8252)",1,15.0
MTA NYCT_Q20A,MTA_503933,ARCHER AV/GUY R BREWER BLVD,40.703362,-73.795607,"(40.703362, -73.795607)",0,18.0
MTA NYCT_Q20A,MTA_503961,MAIN ST/HORACE HARDING EXPWY NORTH,40.74281,-73.825588,"(40.74281, -73.825588)",1,14.0
MTA NYCT_Q20A,MTA_503964,MERRICK BLVD/ARCHER AV,40.704907,-73.793306,"(40.704907, -73.793306)",0,13.0
MTA NYCT_Q20A,MTA_503980,ARCHER AV/165 ST,40.703599,-73.795172,"(40.703599, -73.795172)",0,18.0
MTA NYCT_Q20A,MTA_504004,ARCHER AV/149 ST,40.701235,-73.80484,"(40.701235, -73.80484)",0,16.0
MTA NYCT_Q20A,MTA_504557,ARCHER AV/150 ST,40.701424,-73.80457,"(40.701424, -73.80457)",0,16.0
MTA NYCT_Q20A,MTA_504559,ARCHER AV/SUTPHIN BLVD,40.700637,-73.807238,"(40.700637, -73.807238)",0,16.0
MTA NYCT_Q20A,MTA_504980,ARCHER AV/SUTPHIN BLVD,40.700654,-73.807565,"(40.700654, -73.807565)",0,16.0
MTA NYCT_Q20A,MTA_504981,ARCHER AV/158 ST,40.701905,-73.802063,"(40.701905, -73.802063)",0,16.0
MTA NYCT_Q20A,MTA_504985,ARCHER AV/MERRICK BLVD,40.704536,-73.792288,"(40.704536, -73.792288)",0,18.0
MTA NYCT_Q20A,MTA_504993,MAIN ST/39 AV,40.760394,-73.830658,"(40.760394, -73.830658)",1,8.0
MTA NYCT_Q20A,MTA_504998,HILLSIDE AV/139 ST,40.704453,-73.814326,"(40.704453, -73.814326)",0,16.0
MTA NYCT_Q20A,MTA_504999,QUEENS BLVD/87 AV,40.706667,-73.816719,"(40.706667, -73.816719)",0,16.0
MTA NYCT_Q20A,MTA_505000,QUEENS BLVD/86 AV,40.708041,-73.817664,"(40.708041, -73.817664)",-1,16.0
MTA NYCT_Q20A,MTA_505002,MAIN ST/84 RD,40.712863,-73.816974,"(40.712863, -73.816974)",0,16.0
MTA NYCT_Q20A,MTA_505003,MAIN ST/COOLIDGE AV,40.71524,-73.816267,"(40.71524, -73.816267)",0,16.0
MTA NYCT_Q20A,MTA_505004,PARSONS BLVD/21 AV,40.780812,-73.822709,"(40.780812, -73.822709)",1,15.0
MTA NYCT_Q20A,MTA_505006,MAIN ST/GRAND CENTRAL PKWY,40.715288,-73.816445,"(40.715288, -73.816445)",0,12.0
MTA NYCT_Q20A,MTA_505007,MAIN ST/ 82 DR,40.713164,-73.817011,"(40.713164, -73.817011)",0,16.0
MTA NYCT_Q20A,MTA_505008,MAIN ST/139 ST,40.711091,-73.81899,"(40.711091, -73.81899)",-1,16.0
MTA NYCT_Q20A,MTA_505009,QUEENS BLVD/MAIN ST,40.708698,-73.818756,"(40.708698, -73.818756)",-1,16.0
MTA NYCT_Q20A,MTA_505010,QUEENS BL/86 AV,40.707302,-73.817551,"(40.707302, -73.817551)",0,16.0
MTA NYCT_Q20A,MTA_505011,HILLSIDE AV/139 ST,40.704429,-73.813999,"(40.704429, -73.813999)",0,16.0
MTA NYCT_Q20A,MTA_505013,20 AV/WHITESTONE EXPWY,40.781741,-73.826119,"(40.781741, -73.826119)",1,17.0
MTA NYCT_Q20A,MTA_505014,20 AV/PETRACCA PL-TARGET,40.781704,-73.832632,"(40.781704, -73.832632)",1,17.0
MTA NYCT_Q20A,MTA_505015,20 AV/132 ST,40.781708,-73.835792,"(40.781708, -73.835792)",1,17.0
MTA NYCT_Q20A,MTA_505016,20 AV/131 ST,40.781696,-73.837679,"(40.781696, -73.837679)",1,17.0
MTA NYCT_Q20A,MTA_505017,20 AV/127 ST,40.781737,-73.841288,"(40.781737, -73.841288)",1,15.0
MTA NYCT_Q20A,MTA_505018,20 AV/124 ST,40.781733,-73.844523,"(40.781733, -73.844523)",1,15.0
MTA NYCT_Q20A,MTA_505019,COLLEGE POINT BLVD/20 AV,40.781979,-73.845855,"(40.781979, -73.845855)",1,15.0
MTA NYCT_Q20A,MTA_505020,COLLEGE POINT BLVD/18 AV,40.783519,-73.845765,"(40.783519, -73.845765)",1,8.0
MTA NYCT_Q20A,MTA_505021,15 AV/COLLEGE POINT BLVD,40.784153,-73.845512,"(40.784153, -73.845512)",1,15.0
MTA NYCT_Q20A,MTA_505022,COLLEGE POINT BLVD/15 AV,40.784074,-73.845893,"(40.784074, -73.845893)",1,15.0
MTA NYCT_Q20A,MTA_505023,20 AV/COLLEGE POINT BLVD,40.781638,-73.845513,"(40.781638, -73.845513)",1,15.0
MTA NYCT_Q20A,MTA_505024,20 AV/124 ST,40.781636,-73.843732,"(40.781636, -73.843732)",1,15.0
MTA NYCT_Q20A,MTA_505025,20 AV/128 ST,40.781646,-73.840613,"(40.781646, -73.840613)",1,15.0
MTA NYCT_Q20A,MTA_505026,20 AV/131 ST,40.781542,-73.837305,"(40.781542, -73.837305)",1,15.0
MTA NYCT_Q20A,MTA_505027,20 AV/OPP SHOPRITE,40.781547,-73.834828,"(40.781547, -73.834828)",1,17.0
MTA NYCT_Q20A,MTA_505028,20 AV/OPP TARGET,40.781546,-73.832391,"(40.781546, -73.832391)",1,17.0
MTA NYCT_Q20A,MTA_505029,20 AV/POSTAL FACILITY,40.781566,-73.827495,"(40.781566, -73.827495)",1,17.0
MTA NYCT_Q20A,MTA_505031,MAIN ST/GRAVETT RD,40.735226,-73.82537,"(40.735226, -73.82537)",1,15.0
MTA NYCT_Q20A,MTA_505032,QUEENS BL/87 AV,40.706117,-73.816743,"(40.706117, -73.816743)",0,16.0
MTA NYCT_Q20A,MTA_505033,MAIN ST/MANTON ST,40.709951,-73.818898,"(40.709951, -73.818898)",-1,16.0
MTA NYCT_Q20A,MTA_505092,20 AV/PETRACCA PL-BOBS,40.781725,-73.828199,"(40.781725, -73.828199)",1,17.0
MTA NYCT_Q20A,MTA_505174,HILLSIDE AV/144 ST,40.70508,-73.811676,"(40.70508, -73.811676)",0,16.0
MTA NYCT_Q20A,MTA_505175,HILLSIDE AV/144 ST,40.705168,-73.811783,"(40.705168, -73.811783)",0,16.0
MTA NYCT_Q20A,MTA_804061,MERRICK BLVD/ARCHER AV,40.704933,-73.793318,"(40.704933, -73.793318)",0,13.0
MTA NYCT_Q20A,MTA_904012,20 AV /WHITESTONE EXPWY,40.781605,-73.826065,"(40.781605, -73.826065)",1,17.0
MTA NYCT_Q20A,MTA_904079,MAIN ST/HORACE HARDING EXPWY,40.742959,-73.825452,"(40.742959, -73.825452)",1,14.0
MTA NYCT_Q20A,MTA_904231,MAIN ST/UNION TPKE,40.717975,-73.817128,"(40.717975, -73.817128)",0,12.0
MTA NYCT_Q20A,MTA_904232,MAIN ST/BOOTH MEMORIAL AV,40.74711,-73.826131,"(40.74711, -73.826131)",1,15.0
MTA NYCT_Q20B,MTA_500994,MAIN ST/NORTHERN BLVD,40.762692,-73.831721,"(40.762692, -73.831721)",1,15.0
MTA NYCT_Q20B,MTA_501093,UNION ST/35 AV,40.765246,-73.8278,"(40.765246, -73.8278)",1,9.0
MTA NYCT_Q20B,MTA_501094,UNION ST/33 AV,40.767863,-73.826815,"(40.767863, -73.826815)",1,15.0
MTA NYCT_Q20B,MTA_501095,UNION ST/BAYSIDE AV,40.770004,-73.826504,"(40.770004, -73.826504)",1,15.0
MTA NYCT_Q20B,MTA_501096,UNION ST/28 AV,40.773035,-73.82642,"(40.773035, -73.82642)",1,15.0
MTA NYCT_Q20B,MTA_501097,UNION ST/26 AV,40.774854,-73.826088,"(40.774854, -73.826088)",1,15.0
MTA NYCT_Q20B,MTA_501098,UNION ST/PARSONS BLVD,40.776539,-73.824723,"(40.776539, -73.824723)",1,15.0
MTA NYCT_Q20B,MTA_501135,UNION ST/25 RD,40.775517,-73.826066,"(40.775517, -73.826066)",1,15.0
MTA NYCT_Q20B,MTA_501136,UNION ST/26 AV,40.774121,-73.826445,"(40.774121, -73.826445)",1,15.0
MTA NYCT_Q20B,MTA_501137,UNION ST/28 AV,40.772697,-73.826633,"(40.772697, -73.826633)",1,15.0
MTA NYCT_Q20B,MTA_501138,UNION ST/31 RD,40.770251,-73.826647,"(40.770251, -73.826647)",1,15.0
MTA NYCT_Q20B,MTA_501139,UNION ST/33 AV,40.76762,-73.827105,"(40.76762, -73.827105)",1,15.0
MTA NYCT_Q20B,MTA_501140,UNION ST/35 AV,40.765422,-73.827944,"(40.765422, -73.827944)",1,9.0
MTA NYCT_Q20B,MTA_501141,UNION ST/NORTHERN BLVD,40.764201,-73.828168,"(40.764201, -73.828168)",1,9.0
MTA NYCT_Q20B,MTA_502030,SUTPHIN BLVD/JAMAICA AV,40.701989,-73.807903,"(40.701989, -73.807903)",0,16.0
MTA NYCT_Q20B,MTA_502031,SUTPHIN BLVD/89 AV,40.703734,-73.808664,"(40.703734, -73.808664)",0,16.0
MTA NYCT_Q20B,MTA_502032,SUTPHIN BLVD/HILLSIDE AV,40.705678,-73.809604,"(40.705678, -73.809604)",0,16.0
MTA NYCT_Q20B,MTA_502137,SUTPHIN BLVD/HILLSIDE AV,40.705382,-73.809594,"(40.705382, -73.809594)",0,16.0
MTA NYCT_Q20B,MTA_502138,SUTPHIN BLVD/90 AV,40.703097,-73.808539,"(40.703097, -73.808539)",0,16.0
MTA NYCT_Q20B,MTA_502139,SUTPHIN BLVD/JAMAICA AV,40.701843,-73.808029,"(40.701843, -73.808029)",0,16.0
MTA NYCT_Q20B,MTA_502158,MAIN ST/78 RD,40.719693,-73.818023,"(40.719693, -73.818023)",0,16.0
MTA NYCT_Q20B,MTA_502159,MAIN ST/77 RD,40.721017,-73.818701,"(40.721017, -73.818701)",0,12.0
MTA NYCT_Q20B,MTA_502163,MAIN ST/73 AV,40.725011,-73.82075,"(40.725011, -73.82075)",-1,15.0
MTA NYCT_Q20B,MTA_502164,MAIN ST/72 AV,40.727022,-73.821784,"(40.727022, -73.821784)",-1,15.0
MTA NYCT_Q20B,MTA_502165,MAIN ST/71 AV,40.728341,-73.822462,"(40.728341, -73.822462)",1,15.0
MTA NYCT_Q20B,MTA_502166,MAIN ST/JEWEL AV,40.729937,-73.823284,"(40.729937, -73.823284)",1,15.0
MTA NYCT_Q20B,MTA_502168,MAIN ST/68 DR,40.732302,-73.824501,"(40.732302, -73.824501)",-1,15.0
MTA NYCT_Q20B,MTA_502169,MAIN ST/MELBOURNE AV,40.733963,-73.825189,"(40.733963, -73.825189)",1,15.0
MTA NYCT_Q20B,MTA_502171,MAIN ST /65-21 MAIN ST,40.737281,-73.824906,"(40.737281, -73.824906)",1,15.0
MTA NYCT_Q20B,MTA_502172,MAIN ST/146 ST,40.740119,-73.824891,"(40.740119, -73.824891)",1,15.0
MTA NYCT_Q20B,MTA_502173,MAIN ST/61 RD,40.741281,-73.825095,"(40.741281, -73.825095)",1,14.0
MTA NYCT_Q20B,MTA_502174,MAIN ST/60 AV,40.74304,-73.825468,"(40.74304, -73.825468)",1,14.0
MTA NYCT_Q20B,MTA_502175,MAIN ST/58 RD,40.744847,-73.825789,"(40.744847, -73.825789)",1,14.0
MTA NYCT_Q20B,MTA_502179,MAIN ST/ELDER AV,40.751385,-73.825899,"(40.751385, -73.825899)",1,15.0
MTA NYCT_Q20B,MTA_502180,MAIN ST/CHERRY AV,40.752798,-73.826959,"(40.752798, -73.826959)",1,15.0
MTA NYCT_Q20B,MTA_502181,MAIN ST/FRANKLIN AV,40.754599,-73.827917,"(40.754599, -73.827917)",1,15.0
MTA NYCT_Q20B,MTA_502182,MAIN ST/MAPLE AV,40.75572,-73.828347,"(40.75572, -73.828347)",1,15.0
MTA NYCT_Q20B,MTA_502183,MAIN ST/SANFORD AV,40.757004,-73.828859,"(40.757004, -73.828859)",1,15.0
MTA NYCT_Q20B,MTA_502184,MAIN ST/KISSENA BLVD,40.75812,-73.829348,"(40.75812, -73.829348)",1,8.0
MTA NYCT_Q20B,MTA_502185,MAIN ST/39 AV,40.760277,-73.830409,"(40.760277, -73.830409)",1,8.0
MTA NYCT_Q20B,MTA_502241,PARSONS BLVD/17 RD,40.784173,-73.821396,"(40.784173, -73.821396)",1,15.0
MTA NYCT_Q20B,MTA_502246,PARSONS BLVD/WILLETS POINT BLVD,40.777252,-73.824321,"(40.777252, -73.824321)",1,15.0
MTA NYCT_Q20B,MTA_502254,MAIN ST/NORTHERN BLVD,40.762447,-73.831796,"(40.762447, -73.831796)",1,15.0
MTA NYCT_Q20B,MTA_502257,MAIN ST/41 AV,40.757824,-73.829419,"(40.757824, -73.829419)",1,15.0
MTA NYCT_Q20B,MTA_502258,MAIN ST/SANFORD AV,40.756311,-73.828773,"(40.756311, -73.828773)",1,15.0
MTA NYCT_Q20B,MTA_502259,MAIN ST/MAPLE AV,40.755045,-73.828267,"(40.755045, -73.828267)",1,15.0
MTA NYCT_Q20B,MTA_502260,MAIN ST/BLOSSOM AV,40.752949,-73.827298,"(40.752949, -73.827298)",1,15.0
MTA NYCT_Q20B,MTA_502261,MAIN ST/ELDER AV,40.751028,-73.825891,"(40.751028, -73.825891)",1,15.0
MTA NYCT_Q20B,MTA_502263,MAIN ST/56 AV,40.74801,-73.826145,"(40.74801, -73.826145)",1,15.0
MTA NYCT_Q20B,MTA_502264,MAIN ST/BOOTH MEMORIAL AV,40.746165,-73.826222,"(40.746165, -73.826222)",1,15.0
MTA NYCT_Q20B,MTA_502265,MAIN ST/58 AV,40.745008,-73.825986,"(40.745008, -73.825986)",1,14.0
MTA NYCT_Q20B,MTA_502267,MAIN ST/62 AV,40.741142,-73.825227,"(40.741142, -73.825227)",1,16.0
MTA NYCT_Q20B,MTA_502268,MAIN ST/63 AV,40.739335,-73.82497,"(40.739335, -73.82497)",1,15.0
MTA NYCT_Q20B,MTA_502271,MAIN ST/MELBOURNE AV,40.734072,-73.825442,"(40.734072, -73.825442)",1,15.0
MTA NYCT_Q20B,MTA_502272,MAIN ST/68 AV,40.732997,-73.825145,"(40.732997, -73.825145)",1,15.0
MTA NYCT_Q20B,MTA_502273,MAIN ST/68 DR,40.73169,-73.82447,"(40.73169, -73.82447)",1,15.0
MTA NYCT_Q20B,MTA_502274,MAIN ST/JEWEL AV,40.730083,-73.823644,"(40.730083, -73.823644)",1,15.0
MTA NYCT_Q20B,MTA_502275,MAIN ST/70 RD,40.728704,-73.822937,"(40.728704, -73.822937)",1,15.0
MTA NYCT_Q20B,MTA_502276,MAIN ST/72 AV,40.726367,-73.821729,"(40.726367, -73.821729)",-1,15.0
MTA NYCT_Q20B,MTA_502277,MAIN ST/73 AV,40.724084,-73.820558,"(40.724084, -73.820558)",-1,15.0
MTA NYCT_Q20B,MTA_502278,MAIN ST/76 AV,40.722331,-73.819657,"(40.722331, -73.819657)",0,12.0
MTA NYCT_Q20B,MTA_502279,MAIN ST/77 RD,40.720345,-73.818638,"(40.720345, -73.818638)",0,16.0
MTA NYCT_Q20B,MTA_502280,MAIN ST/78 RD,40.719032,-73.817967,"(40.719032, -73.817967)",0,12.0
MTA NYCT_Q20B,MTA_502281,MAIN ST/UNION TPKE,40.717771,-73.817324,"(40.717771, -73.817324)",0,12.0
MTA NYCT_Q20B,MTA_502434,PARSONS BLVD/14 AV,40.786504,-73.8223,"(40.786504, -73.8223)",1,15.0
MTA NYCT_Q20B,MTA_502454,14 AV/136 ST,40.786167,-73.833156,"(40.786167, -73.833156)",1,15.0
MTA NYCT_Q20B,MTA_502459,14 AV/124 ST,40.785372,-73.843792,"(40.785372, -73.843792)",1,15.0
MTA NYCT_Q20B,MTA_502460,14 AV/123 ST,40.785446,-73.845616,"(40.785446, -73.845616)",1,15.0
MTA NYCT_Q20B,MTA_502462,15 AV/COLLEGE POINT BLVD,40.78421,-73.845362,"(40.78421, -73.845362)",1,15.0
MTA NYCT_Q20B,MTA_502464,15 AV/127 ST,40.785066,-73.841363,"(40.785066, -73.841363)",1,15.0
MTA NYCT_Q20B,MTA_502465,14 AV/130 ST,40.785746,-73.838595,"(40.785746, -73.838595)",1,15.0
MTA NYCT_Q20B,MTA_502466,14 AV/132 ST,40.786209,-73.835766,"(40.786209, -73.835766)",1,15.0
MTA NYCT_Q20B,MTA_502467,14 AV/135 ST,40.786107,-73.833763,"(40.786107, -73.833763)",1,15.0
MTA NYCT_Q20B,MTA_502471,14 AV/143 ST,40.786585,-73.826409,"(40.786585, -73.826409)",1,15.0
MTA NYCT_Q20B,MTA_503075,MAIN ST/76 AV,40.72299,-73.819716,"(40.72299, -73.819716)",0,12.0
MTA NYCT_Q20B,MTA_503550,PARSONS BLVD/23 AV,40.77839,-73.823722,"(40.77839, -73.823722)",1,15.0
MTA NYCT_Q20B,MTA_503551,PARSONS BLVD/20 AV,40.782022,-73.8219,"(40.782022, -73.8219)",1,15.0
MTA NYCT_Q20B,MTA_503552,PARSONS BLVD/17 AV,40.784315,-73.821251,"(40.784315, -73.821251)",1,15.0
MTA NYCT_Q20B,MTA_503565,PARSONS BLVD/22 AV,40.778764,-73.823739,"(40.778764, -73.823739)",1,15.0
MTA NYCT_Q20B,MTA_503618,ARCHER AV/153 ST,40.701917,-73.802294,"(40.701917, -73.802294)",0,16.0
MTA NYCT_Q20B,MTA_503778,MAIN ST/63 AV,40.736974,-73.8252,"(40.736974, -73.8252)",1,15.0
MTA NYCT_Q20B,MTA_503933,ARCHER AV/GUY R BREWER BLVD,40.703362,-73.795607,"(40.703362, -73.795607)",0,18.0
MTA NYCT_Q20B,MTA_503961,MAIN ST/HORACE HARDING EXPWY NORTH,40.74281,-73.825588,"(40.74281, -73.825588)",1,14.0
MTA NYCT_Q20B,MTA_503964,MERRICK BLVD/ARCHER AV,40.704907,-73.793306,"(40.704907, -73.793306)",0,13.0
MTA NYCT_Q20B,MTA_503980,ARCHER AV/165 ST,40.703599,-73.795172,"(40.703599, -73.795172)",0,18.0
MTA NYCT_Q20B,MTA_504004,ARCHER AV/149 ST,40.701235,-73.80484,"(40.701235, -73.80484)",0,16.0
MTA NYCT_Q20B,MTA_504557,ARCHER AV/150 ST,40.701424,-73.80457,"(40.701424, -73.80457)",0,16.0
MTA NYCT_Q20B,MTA_504559,ARCHER AV/SUTPHIN BLVD,40.700637,-73.807238,"(40.700637, -73.807238)",0,16.0
MTA NYCT_Q20B,MTA_504980,ARCHER AV/SUTPHIN BLVD,40.700654,-73.807565,"(40.700654, -73.807565)",0,16.0
MTA NYCT_Q20B,MTA_504981,ARCHER AV/158 ST,40.701905,-73.802063,"(40.701905, -73.802063)",0,16.0
MTA NYCT_Q20B,MTA_504985,ARCHER AV/MERRICK BLVD,40.704536,-73.792288,"(40.704536, -73.792288)",0,18.0
MTA NYCT_Q20B,MTA_504993,MAIN ST/39 AV,40.760394,-73.830658,"(40.760394, -73.830658)",1,8.0
MTA NYCT_Q20B,MTA_504998,HILLSIDE AV/139 ST,40.704453,-73.814326,"(40.704453, -73.814326)",0,16.0
MTA NYCT_Q20B,MTA_504999,QUEENS BLVD/87 AV,40.706667,-73.816719,"(40.706667, -73.816719)",0,16.0
MTA NYCT_Q20B,MTA_505000,QUEENS BLVD/86 AV,40.708041,-73.817664,"(40.708041, -73.817664)",-1,16.0
MTA NYCT_Q20B,MTA_505002,MAIN ST/84 RD,40.712863,-73.816974,"(40.712863, -73.816974)",0,16.0
MTA NYCT_Q20B,MTA_505003,MAIN ST/COOLIDGE AV,40.71524,-73.816267,"(40.71524, -73.816267)",0,16.0
MTA NYCT_Q20B,MTA_505004,PARSONS BLVD/21 AV,40.780812,-73.822709,"(40.780812, -73.822709)",1,15.0
MTA NYCT_Q20B,MTA_505006,MAIN ST/GRAND CENTRAL PKWY,40.715288,-73.816445,"(40.715288, -73.816445)",0,12.0
MTA NYCT_Q20B,MTA_505007,MAIN ST/ 82 DR,40.713164,-73.817011,"(40.713164, -73.817011)",0,16.0
MTA NYCT_Q20B,MTA_505008,MAIN ST/139 ST,40.711091,-73.81899,"(40.711091, -73.81899)",-1,16.0
MTA NYCT_Q20B,MTA_505009,QUEENS BLVD/MAIN ST,40.708698,-73.818756,"(40.708698, -73.818756)",-1,16.0
MTA NYCT_Q20B,MTA_505010,QUEENS BL/86 AV,40.707302,-73.817551,"(40.707302, -73.817551)",0,16.0
MTA NYCT_Q20B,MTA_505011,HILLSIDE AV/139 ST,40.704429,-73.813999,"(40.704429, -73.813999)",0,16.0
MTA NYCT_Q20B,MTA_505021,15 AV/COLLEGE POINT BLVD,40.784153,-73.845512,"(40.784153, -73.845512)",1,15.0
MTA NYCT_Q20B,MTA_505031,MAIN ST/GRAVETT RD,40.735226,-73.82537,"(40.735226, -73.82537)",1,15.0
MTA NYCT_Q20B,MTA_505032,QUEENS BL/87 AV,40.706117,-73.816743,"(40.706117, -73.816743)",0,16.0
MTA NYCT_Q20B,MTA_505033,MAIN ST/MANTON ST,40.709951,-73.818898,"(40.709951, -73.818898)",-1,16.0
MTA NYCT_Q20B,MTA_505037,PARSONS BLVD/20 AV,40.782058,-73.822055,"(40.782058, -73.822055)",1,15.0
MTA NYCT_Q20B,MTA_505038,14 AV/141 ST,40.786543,-73.827854,"(40.786543, -73.827854)",1,8.0
MTA NYCT_Q20B,MTA_505039,14 AV/137 ST,40.786131,-73.831469,"(40.786131, -73.831469)",1,15.0
MTA NYCT_Q20B,MTA_505040,15 AV/124 ST,40.784553,-73.843574,"(40.784553, -73.843574)",1,15.0
MTA NYCT_Q20B,MTA_505041,14 AV/143 ST,40.78669,-73.826828,"(40.78669, -73.826828)",1,15.0
MTA NYCT_Q20B,MTA_505042,14 AV/142 ST,40.786642,-73.827676,"(40.786642, -73.827676)",1,15.0
MTA NYCT_Q20B,MTA_505043,14 AV/139 ST,40.786352,-73.830346,"(40.786352, -73.830346)",1,15.0
MTA NYCT_Q20B,MTA_505044,14 AV/130 ST,40.785809,-73.8387,"(40.785809, -73.8387)",1,15.0
MTA NYCT_Q20B,MTA_505045,14 AV/128 ST,40.785337,-73.840607,"(40.785337, -73.840607)",1,15.0
MTA NYCT_Q20B,MTA_505095,14 AV/132 ST,40.78636,-73.836178,"(40.78636, -73.836178)",1,15.0
MTA NYCT_Q20B,MTA_505174,HILLSIDE AV/144 ST,40.70508,-73.811676,"(40.70508, -73.811676)",0,16.0
MTA NYCT_Q20B,MTA_505175,HILLSIDE AV/144 ST,40.705168,-73.811783,"(40.705168, -73.811783)",0,16.0
MTA NYCT_Q20B,MTA_804024,PARSONS BLVD/14 AV,40.786781,-73.822241,"(40.786781, -73.822241)",1,15.0
MTA NYCT_Q20B,MTA_804061,MERRICK BLVD/ARCHER AV,40.704933,-73.793318,"(40.704933, -73.793318)",0,13.0
MTA NYCT_Q20B,MTA_904079,MAIN ST/HORACE HARDING EXPWY,40.742959,-73.825452,"(40.742959, -73.825452)",1,14.0
MTA NYCT_Q20B,MTA_904231,MAIN ST/UNION TPKE,40.717975,-73.817128,"(40.717975, -73.817128)",0,12.0
MTA NYCT_Q20B,MTA_904232,MAIN ST/BOOTH MEMORIAL AV,40.74711,-73.826131,"(40.74711, -73.826131)",1,15.0
MTA NYCT_Q27,MTA_500027,SPRINGFIELD BLVD/89 AV,40.729077,-73.744034,"(40.729077, -73.744034)",0,1.0
MTA NYCT_Q27,MTA_500028,SPRINGFIELD BLVD/90 AV,40.726543,-73.741343,"(40.726543, -73.741343)",0,1.0
MTA NYCT_Q27,MTA_500029,SPRINGFIELD BLVD/91 AV,40.725407,-73.740139,"(40.725407, -73.740139)",0,1.0
MTA NYCT_Q27,MTA_500030,SPRINGFIELD BLVD/92 AV,40.724292,-73.738949,"(40.724292, -73.738949)",0,1.0
MTA NYCT_Q27,MTA_500031,SPRINGFIELD BLVD/93 AV,40.722125,-73.736869,"(40.722125, -73.736869)",0,1.0
